datetime,open,high,low,close,volume
2020-12-16 00:00:00,13663.1,13692.35,13606.45,13673.25,0
2020-12-17 00:00:00,13713.55,13773.25,13673.55,13735.5,0
2020-12-18 00:00:00,13764.4,13772.85,13658.6,13743.2,0
2020-12-21 00:00:00,13741.9,13777.5,13131.45,13281.95,0
2020-12-22 00:00:00,13373.65,13492.05,13192.9,13464.0,0
2020-12-23 00:00:00,13473.5,13619.45,13432.2,13610.15,0
2020-12-24 00:00:00,13672.15,13771.75,13626.9,13740.4,0
2020-12-28 00:00:00,13815.15,13885.3,13811.55,13883.25,0
2020-12-29 00:00:00,13910.35,13967.6,13859.9,13928.1,0
2020-12-30 00:00:00,13980.9,13997.0,13864.95,13973.65,0
2020-12-31 00:00:00,13970.0,14024.85,13936.45,13967.2,0
2021-01-01 00:00:00,13996.1,14049.85,13991.35,14014.8,0
2021-01-04 00:00:00,14104.35,14147.95,13953.75,14143.65,0
2021-01-05 00:00:00,14075.15,14215.6,14048.15,14196.35,0
2021-01-06 00:00:00,14240.95,14244.15,14039.9,14134.05,0
2021-01-07 00:00:00,14253.75,14256.25,14123.1,14148.45,0
2021-01-08 00:00:00,14258.4,14367.3,14221.65,14343.9,0
2021-01-11 00:00:00,14474.05,14498.2,14383.1,14485.25,0
2021-01-11 00:00:00,14474.05,14498.2,14383.1,14484.75,0
2021-01-12 00:00:00,14473.8,14590.65,14432.85,14574.75,0
2021-01-13 00:00:00,14639.8,14653.35,14435.7,14558.3,0
2021-01-14 00:00:00,14550.05,14617.8,14471.5,14597.5,0
2021-01-15 00:00:00,14594.35,14617.45,14357.85,14434.4,0
2021-01-18 00:00:00,14453.3,14459.15,14222.8,14228.4,0
2021-01-19 00:00:00,14371.65,14546.05,14350.85,14526.85,0
2021-01-20 00:00:00,14538.3,14666.45,14517.55,14623.1,0
2021-01-21 00:00:00,14730.95,14753.55,14517.25,14630.4,0
2021-01-22 00:00:00,14583.4,14619.9,14357.75,14367.0,0
2021-01-25 00:00:00,14477.8,14491.1,14218.6,14251.6,0
2021-01-27 00:00:00,14237.95,14237.95,13929.3,13964.25,0
2021-01-28 00:00:00,13810.4,13898.25,13713.25,13819.75,0
2021-01-29 00:00:00,13946.6,13966.85,13596.75,13660.8,0
2021-02-01 00:00:00,13758.6,14336.35,13661.75,14335.45,0
2021-02-02 00:00:00,14481.1,14731.7,14469.15,14673.45,0
2021-02-03 00:00:00,14754.9,14868.85,14574.15,14783.6,0
2021-02-04 00:00:00,14789.05,14913.7,14714.75,14889.5,0
2021-02-05 00:00:00,14952.6,15014.65,14864.75,14940.85,0
2021-02-08 00:00:00,15064.3,15159.9,15041.05,15129.45,0
2021-02-09 00:00:00,15164.15,15257.1,15064.3,15110.6,0
2021-02-10 00:00:00,15119.05,15168.25,14977.2,15137.8,0
2021-02-11 00:00:00,15073.25,15188.5,15065.4,15176.65,0
2021-02-12 00:00:00,15186.2,15243.5,15081.0,15164.7,0
2021-02-15 00:00:00,15270.3,15340.15,15243.4,15335.5,0
2021-02-16 00:00:00,15371.45,15431.75,15242.2,15317.95,0
2021-02-17 00:00:00,15279.9,15314.3,15170.75,15196.25,0
2021-02-18 00:00:00,15238.7,15250.75,15078.05,15120.2,0
2021-02-19 00:00:00,15074.8,15144.05,14898.2,15003.45,0
2021-02-22 00:00:00,14999.05,15010.1,14635.05,14640.9,0
2021-02-23 00:00:00,14782.25,14854.5,14651.85,14717.8,0
2021-02-24 00:00:00,14729.15,14836.45,14723.05,14781.2,0
2021-02-25 00:00:00,15079.85,15176.5,15065.35,15103.8,0
2021-02-26 00:00:00,14888.6,14919.45,14467.75,14523.15,0
2021-03-01 00:00:00,14702.5,14806.8,14638.55,14785.8,0
2021-03-02 00:00:00,14865.3,14959.1,14760.8,14944.75,0
2021-03-03 00:00:00,15064.4,15273.15,14995.8,15240.5,0
2021-03-04 00:00:00,15026.75,15202.35,14980.2,15088.3,0
2021-03-05 00:00:00,14977.95,15092.35,14862.1,14962.85,0
2021-03-08 00:00:00,15002.45,15111.15,14919.9,14963.0,0
2021-03-09 00:00:00,15049.9,15126.85,14925.45,15099.0,0
2021-03-10 00:00:00,15202.15,15218.45,15100.85,15167.4,0
2021-03-12 00:00:00,15321.15,15336.3,14953.6,15022.55,0
2021-03-15 00:00:00,15048.4,15048.4,14745.85,14923.05,0
2021-03-16 00:00:00,14996.1,15051.6,14890.65,14924.0,0
2021-03-17 00:00:00,14946.55,14956.55,14696.05,14706.1,0
2021-03-18 00:00:00,14855.5,14875.2,14478.6,14582.6,0
2021-03-19 00:00:00,14471.15,14788.25,14350.1,14737.05,0
2021-03-22 00:00:00,14736.3,14763.9,14597.85,14743.85,0
2021-03-23 00:00:00,14768.55,14878.6,14707.0,14809.6,0
2021-03-24 00:00:00,14712.45,14752.35,14535.0,14561.85,0
2021-03-25 00:00:00,14570.9,14575.6,14264.4,14348.25,0
2021-03-26 00:00:00,14506.3,14572.9,14414.25,14518.25,0
2021-03-30 00:00:00,14628.5,14876.3,14617.6,14853.55,0
2021-03-31 00:00:00,14811.85,14813.75,14670.25,14690.7,0
2021-04-01 00:00:00,14798.4,14883.2,14692.45,14864.1,0
2021-04-05 00:00:00,14837.7,14849.85,14459.5,14650.45,0
2021-04-06 00:00:00,14737.0,14779.1,14573.9,14699.55,0
2021-04-07 00:00:00,14716.45,14879.8,14649.85,14808.85,0
2021-04-08 00:00:00,14875.65,14984.15,14821.1,14877.65,0
2021-04-09 00:00:00,14882.65,14918.45,14785.65,14838.05,0
2021-04-12 00:00:00,14644.65,14652.5,14248.7,14354.7,0
2021-04-13 00:00:00,14364.9,14528.9,14274.9,14525.7,0
2021-04-15 00:00:00,14522.4,14597.55,14353.2,14587.35,0
2021-04-16 00:00:00,14599.6,14697.7,14559.0,14591.25,0
2021-04-19 00:00:00,14306.6,14382.3,14191.4,14361.15,0
2021-04-20 00:00:00,14526.7,14526.95,14207.3,14280.05,0
2021-04-22 00:00:00,14219.15,14424.75,14151.4,14399.1,0
2021-04-23 00:00:00,14326.35,14461.15,14273.3,14331.7,0
2021-04-26 00:00:00,14449.45,14557.5,14421.3,14489.05,0
2021-04-27 00:00:00,14493.8,14667.55,14484.85,14655.8,0
2021-04-28 00:00:00,14710.5,14890.25,14694.95,14850.5,0
2021-04-29 00:00:00,14979.0,15044.35,14814.45,14888.6,0
2021-04-30 00:00:00,14747.35,14855.45,14601.7,14619.1,0
2021-05-03 00:00:00,14481.05,14673.85,14416.25,14645.15,0
2021-05-04 00:00:00,14687.25,14723.4,14461.5,14507.1,0
2021-05-05 00:00:00,14604.15,14637.9,14506.6,14635.95,0
2021-05-06 00:00:00,14668.35,14743.9,14611.5,14732.75,0
2021-05-07 00:00:00,14816.85,14863.05,14765.5,14810.35,0
2021-05-10 00:00:00,14928.25,14966.9,14892.5,14949.4,0
2021-05-11 00:00:00,14789.7,14900.0,14771.4,14845.1,0
2021-05-12 00:00:00,14823.55,14824.05,14649.7,14699.65,0
2021-05-14 00:00:00,14749.4,14749.65,14591.9,14681.0,0
2021-05-17 00:00:00,14756.25,14938.0,14725.35,14925.15,0
2021-05-18 00:00:00,15067.2,15137.25,15043.7,15110.15,0
2021-05-19 00:00:00,15058.6,15133.4,15008.85,15019.2,0
2021-05-20 00:00:00,15042.6,15069.8,14884.9,14920.65,0
2021-05-21 00:00:00,14987.8,15190.0,14985.85,15183.1,0
2021-05-24 00:00:00,15211.35,15256.25,15145.45,15184.35,0
2021-05-25 00:00:00,15291.75,15293.85,15163.4,15219.75,0
2021-05-26 00:00:00,15257.05,15319.9,15194.95,15301.25,0
2021-05-27 00:00:00,15323.95,15384.55,15272.5,15370.15,0
2021-05-28 00:00:00,15421.2,15469.65,15394.75,15454.2,0
2021-05-31 00:00:00,15437.75,15606.35,15374.0,15576.0,0
2021-06-01 00:00:00,15629.65,15660.75,15528.3,15572.0,0
2021-06-02 00:00:00,15520.35,15597.45,15459.85,15590.65,0
2021-06-03 00:00:00,15655.55,15705.1,15611.0,15686.6,0
2021-06-04 00:00:00,15712.5,15733.6,15622.35,15669.25,0
2021-06-07 00:00:00,15725.1,15773.45,15678.1,15746.25,0
2021-06-08 00:00:00,15773.9,15778.8,15680.0,15740.8,0
2021-06-09 00:00:00,15766.3,15800.45,15566.9,15640.25,0
2021-06-10 00:00:00,15692.1,15751.25,15648.5,15745.45,0
2021-06-11 00:00:00,15796.45,15835.55,15749.8,15805.0,0
2021-06-14 00:00:00,15791.4,15823.05,15606.5,15809.45,0
2021-06-15 00:00:00,15866.95,15901.6,15842.4,15858.05,0
2021-06-16 00:00:00,15847.5,15880.85,15742.6,15756.0,0
2021-06-17 00:00:00,15648.3,15769.35,15616.75,15680.3,0
2021-06-18 00:00:00,15756.5,15761.5,15450.9,15719.85,0
2021-06-21 00:00:00,15525.85,15765.15,15505.65,15748.6,0
2021-06-22 00:00:00,15840.5,15895.75,15752.1,15765.85,0
2021-06-23 00:00:00,15862.8,15862.95,15673.95,15696.1,0
2021-06-24 00:00:00,15737.3,15821.4,15702.7,15794.15,0
2021-06-25 00:00:00,15839.35,15870.8,15772.3,15849.35,0
2021-06-28 00:00:00,15915.35,15915.65,15792.15,15824.05,0
2021-06-29 00:00:00,15807.5,15835.9,15724.05,15749.55,0
2021-06-30 00:00:00,15776.9,15839.1,15708.75,15730.65,0
2021-07-01 00:00:00,15755.05,15755.55,15667.05,15694.35,0
2021-07-02 00:00:00,15705.85,15738.35,15635.95,15729.5,0
2021-07-05 00:00:00,15793.4,15845.95,15762.05,15841.75,0
2021-07-06 00:00:00,15813.75,15914.2,15801.0,15816.9,0
2021-07-07 00:00:00,15819.6,15893.55,15779.7,15880.8,0
2021-07-08 00:00:00,15855.4,15885.75,15682.9,15727.75,0
2021-07-09 00:00:00,15688.25,15730.85,15632.75,15699.65,0
2021-07-12 00:00:00,15766.8,15789.2,15644.75,15690.6,0
2021-07-13 00:00:00,15794.0,15820.8,15744.6,15807.9,0
2021-07-14 00:00:00,15808.7,15877.35,15764.2,15844.85,0
2021-07-15 00:00:00,15872.15,15952.35,15855.0,15918.2,0
2021-07-16 00:00:00,15958.35,15962.25,15882.6,15921.2,0
2021-07-19 00:00:00,15754.5,15836.9,15707.5,15758.25,0
2021-07-20 00:00:00,15703.95,15728.45,15578.55,15624.5,0
2021-07-22 00:00:00,15736.6,15834.8,15726.4,15829.55,0
2021-07-23 00:00:00,15856.8,15899.8,15768.4,15850.4,0
2021-07-26 00:00:00,15849.3,15893.35,15797.0,15821.15,0
2021-07-27 00:00:00,15860.5,15881.55,15701.0,15744.65,0
2021-07-28 00:00:00,15761.55,15767.5,15513.45,15714.65,0
2021-07-29 00:00:00,15762.7,15817.35,15737.8,15783.3,0
2021-07-30 00:00:00,15800.6,15862.8,15744.85,15763.05,0
2021-08-02 00:00:00,15874.9,15892.9,15834.65,15887.75,0
2021-08-03 00:00:00,15951.55,16146.9,15914.35,16125.75,0
2021-08-04 00:00:00,16195.25,16290.2,16176.15,16253.0,0
2021-08-05 00:00:00,16288.95,16349.45,16210.3,16281.8,0
2021-08-06 00:00:00,16304.4,16336.75,16223.3,16254.7,0
2021-08-09 00:00:00,16281.35,16320.75,16179.05,16252.95,0
2021-08-10 00:00:00,16274.8,16359.25,16202.25,16268.95,0
2021-08-11 00:00:00,16327.3,16338.75,16162.55,16276.0,0
2021-08-12 00:00:00,16303.65,16375.5,16286.9,16359.9,0
2021-08-13 00:00:00,16385.7,16543.6,16376.3,16517.0,0
2021-08-16 00:00:00,16518.4,16589.4,16480.75,16546.7,0
2021-08-17 00:00:00,16545.25,16628.55,16495.4,16611.2,0
2021-08-18 00:00:00,16691.95,16701.85,16535.85,16552.05,0
2021-08-20 00:00:00,16382.5,16509.55,16376.05,16415.7,0
